
🔵新聞財經,#genre#
魅力足球,mitv://ns2.hellotvvod.com:9906/8da72be8840f4ad0a1bd1f4e3f9828e3.ts
緯來體育台,mitv://ns2.hellotvvod.com:9906/29d9d50d205449ed8b5e5fe960466d3c.ts
緯來育樂台,mitv://ns2.hellotvvod.com:9906/1cf5d78e54104e71b99bc94c9c571042.ts
新視覺,mitv://ns2.hellotvvod.com:9906/f5933ac68d9245eea42724cb05665fe4.ts
智林體育台,mitv://ns2.hellotvvod.com:9906/89add91965044562aae4eea0cc05c9f5.ts
🔵知性套餐,#genre#
國家地理頻道,mitv://ns2.hellotvvod.com:9906/b9ba2ecb059f422e9e95e409ebb30b1b.ts
國家地理高畫質野生頻道,mitv://ns2.hellotvvod.com:9906/ec8f2e6f7d6043778bf1a09a7ceae17c.ts
動物星球,mitv://ns2.hellotvvod.com:9906/9f1389bd4e1b4e7cb3856b3e930d7d59.ts
DMAX,mitv://ns2.hellotvvod.com:9906/8c06c3d3f93842668521096649148214.ts
Discovery科學頻道,mitv://ns2.hellotvvod.com:9906/a9a204293b7642718c36a1b29cd0bbc5.ts
Discovery Asia,mitv://ns2.hellotvvod.com:9906/c5007f859d8a484aa351d02aa8d2b30a.ts
Nat Geo Wild,mitv://ns2.hellotvvod.com:9906/7b76471b64c34493b920bfd47ba48fa4.ts
Love Nature,mitv://ns2.hellotvvod.com:9906/a05e4f7aed0e405294c50b5c13b78dd9.ts
探索頻道,mitv://ns2.hellotvvod.com:9906/b47f471f1b84411e97ecc2dc7df650b4.ts
CCTV10,mitv://ns2.hellotvvod.com:9906/8afb1d857bd747d28e8578de35e0897b.ts
CCTV11,mitv://ns2.hellotvvod.com:9906/accb2d7f7e144e969d24eac5c58af517.ts
CCTV12,mitv://ns2.hellotvvod.com:9906/f0a6d9bce8a147be8dfceb03ada87b7c.ts
CCTV10, http://111.40.196.9/PLTV/88888888/224/3221225567/index.m3u8
OUTDOOR,mitv://ns2.hellotvvod.com:9906/d16cd6f8f9df4a89b2e912c3b48009fa.ts
HISTORY 2,mitv://ns2.hellotvvod.com:9906/3fc31b8a47d847ae86d15d9eef9b96e1.ts

罪案偵緝頻道,mitv://ns2.hellotvvod.com:9906/dba9762dc66d44148514470c0f4e0ce5.ts
歷史頻道,mitv://ns2.hellotvvod.com:9906/eefb28f233424683bf42dfad073e9f8f.ts
BBC Earth,mitv://ns2.hellotvvod.com:9906/b039881242f14d448836cc8d08bd5305.ts
CCTV9,mitv://ns2.hellotvvod.com:9906/ba7a62d5b84245deb8251effc5110eaf.ts
亞洲美食頻道,mitv://ns2.hellotvvod.com:9906/ca7fbcb6409146b8857c72b3fa0b91be.ts
亞洲旅遊台,mitv://ns2.hellotvvod.com:9906/21391984d16c4c04a5990edf1886dee3.ts
時尚頻道,mitv://ns2.hellotvvod.com:9906/4a8bd38fbedc4a78bfdb783b22a6efca.ts
美食星球,mitv://ns2.hellotvvod.com:9906/16a5e37876c84a978da97f24b3b9de80.ts

達文西頻道,mitv://ns2.hellotvvod.com:9906/10e1cf7b96804d94ab0d26a6b6797261.ts
TV5Monde,mitv://ns2.hellotvvod.com:9906/76cb81775c344ad7b47ef93a8d0b0b85.ts
TV5MONDE Style 生活時尚,mitv://ns2.hellotvvod.com:9906/495fbced6176491e986cb4b02316a6d0.ts
Travel Channel,mitv://ns2.hellotvvod.com:9906/db2c7d88d275407d8342d3f4a2e9501c.ts
TLC旅遊生活,mitv://ns2.hellotvvod.com:9906/f71bc2e326b94548957a849fd80072f0.ts
LUXE TV,mitv://ns2.hellotvvod.com:9906/81e2fa4c33f84db780cf8d3f9eaa5780.ts
Lifetime,mitv://ns2.hellotvvod.com:9906/d91adba3d7a14f7b9d728e28f81890f4.ts
KLT-靖天國際台,mitv://ns2.hellotvvod.com:9906/0696e63574d740c1af8bc083b2f0667c.ts
HGTV居家樂活頻道,mitv://ns2.hellotvvod.com:9906/d28337e3d269494e8cb2b5c1c8225d6a.ts
Food Network,mitv://ns2.hellotvvod.com:9906/d28226cee03f42398803056f88cfb389.ts
EYE TV旅遊台,mitv://ns2.hellotvvod.com:9906/8e3a3eafd8fe41c8a5a14c10cc68ad5c.ts
EVE,mitv://ns2.hellotvvod.com:9906/a6df9353456d4e8284958c200a72b992.ts
ETtoday綜合台,mitv://ns2.hellotvvod.com:9906/9b381853550446c5a67a206be6528897.ts
ELTV生活英語台,mitv://ns2.hellotvvod.com:9906/2508441ce7034d18b1c9f05a15d06231.ts
BBC Lifestyle,mitv://ns2.hellotvvod.com:9906/87eb48364d604a47b6fd2d75115d6aad.ts

🔷華娛巨星,#genre#
古天乐影院,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
成龙,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
郭富城,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
张国荣,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
周润发,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
怀旧老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
周星驰,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
午夜失眠剧场,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
吴京,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
云上电影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
每日科幻电影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
葛优,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
刘德华,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
僵尸剧场,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
刘亦菲,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
TVB剧场,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
金庸频道,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
新片放映厅,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
盗墓方法论,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
试胆大会,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能烧脑时刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
杨幂,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
爱情公寓,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
SNH48剧场公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
红色谍战剧场,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
少林剧场,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁杰,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
古龙作品集,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
经典贺岁片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日荐影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8





🌑GO　運動,#genre#

Z頻道,mitv://ns2.hellotvvod.com:9906/4781066495974d01b4fa0d97bac5ab08.ts
WWE,mitv://ns2.hellotvvod.com:9906/daec7b8d6bf441cfb4614c3739261387.ts
True Sport 7,mitv://ns2.hellotvvod.com:9906/b8fb0bf50231496f8a2a21d4b824bb78.ts
True Sport 5,mitv://ns2.hellotvvod.com:9906/9e9dd4631c674406b3e6ff3fad075bca.ts
True Sport 4,mitv://ns2.hellotvvod.com:9906/301b0cd192c94544bc16f40360baa2b1.ts
True Sport 3,mitv://ns2.hellotvvod.com:9906/996dba5d49884f50902e6bd9fd59128b.ts
True Sport 2,mitv://ns2.hellotvvod.com:9906/c8f9e5adb1d3485badf5c8b12fcf9fe9.ts
TRACE Sport Stars,mitv://ns2.hellotvvod.com:9906/35052dc97a4547f0872f7e82e76e90a3.ts

SPOTV,mitv://ns2.hellotvvod.com:9906/1a233ea435374eb6bcae7480fc8d1f1a.ts
Skynet Sports HD,mitv://ns2.hellotvvod.com:9906/e3a5de4de4b142e29579a2c3e0316cf3.ts
Skynet Sports 6,mitv://ns2.hellotvvod.com:9906/13994b00a8d34e66b809d7107771d1f9.ts
Skynet Sports 5,mitv://ns2.hellotvvod.com:9906/798808f0b34d4576953b17fbd3a22f66.ts
Skynet Sports 2,mitv://ns2.hellotvvod.com:9906/ff2d3f540e6d49ffae0f1b274e6db196.ts
RTM Sport,mitv://ns2.hellotvvod.com:9906/722cdaedbf3c4578bb3cb892d39291f7.ts
Premier Sports,mitv://ns2.hellotvvod.com:9906/18e8a6bf30c9470a8ebf74b5f133ea5a.ts
NBA,mitv://ns2.hellotvvod.com:9906/65c4f80fc6004242b20dff566aff654c.ts
J Sports 4,mitv://ns2.hellotvvod.com:9906/5fc13fd09cbd4ab99814d42e1fc7b6c0.ts
J Sports 3,mitv://ns2.hellotvvod.com:9906/ea2b4d1bc9c740a1a54fd5188ab61541.ts
J Sports 2,mitv://ns2.hellotvvod.com:9906/00c3cf49c9ae4e0b83c66e255a220bfc.ts
J Sports 1,mitv://ns2.hellotvvod.com:9906/914b79b4fb0f424b97285ef8e8a1271f.ts
Hub Sports 3,mitv://ns2.hellotvvod.com:9906/53e1143ce5cc42b9b724fa6fcb533998.ts
Hub Sports 2,mitv://ns2.hellotvvod.com:9906/8746aa75a4724e2a8bd977509a9a8d84.ts
Hub Sports 1,mitv://ns2.hellotvvod.com:9906/cd22d0207d7841a2ba637994e9289e53.ts
Golf Channel,mitv://ns2.hellotvvod.com:9906/bd79a94aa1bb4b6ab7a6a22850992a3a.ts
Golf Channel Philippines,mitv://ns2.hellotvvod.com:9906/68372542a9af4827a89a29351b257d46.ts
Fight Sports,mitv://ns2.hellotvvod.com:9906/b07552e8ca9d48119c07c03a5763d6ba.ts
Eurosport HD,mitv://ns2.hellotvvod.com:9906/f262cdd30c8b49d9b1d28934d30ffadd.ts
ESPN,mitv://ns2.hellotvvod.com:9906/78527967fe97462d8bc23799c085b6dc.ts
eGG Network,mitv://ns2.hellotvvod.com:9906/4b1d6e7f8106486388cb53ae774d1bae.ts
beIN Sports,mitv://ns2.hellotvvod.com:9906/934c3f902bde48fb845469ddab8c8040.ts
beIN Sports 3,mitv://ns2.hellotvvod.com:9906/d18ce624d1d6475ababbe6bc805791b6.ts
beIN Sports 2,mitv://ns2.hellotvvod.com:9906/2821b48e46fc4264a8ccd6ac2a098822.ts
Astro SuperSport,mitv://ns2.hellotvvod.com:9906/6a0e2340d9024b2fbbecd9406ac59cf1.ts
Astro SuperSport 5,mitv://ns2.hellotvvod.com:9906/acabc5f598a7443fbff8008e0c9ffddd.ts
Astro SuperSport 4,mitv://ns2.hellotvvod.com:9906/a69c356f7c084229bebd07efcba74047.ts
Astro SuperSport 3,mitv://ns2.hellotvvod.com:9906/2e4f290608344090a48009ff2a16e03e.ts
Astro SuperSport 2,mitv://ns2.hellotvvod.com:9906/10e49eeb0beb4459a621662df63d0b1f.ts
Astro Cricket,mitv://ns2.hellotvvod.com:9906/62df032eefbb45259e079136ab4eff3f.ts
Astro Arena,mitv://ns2.hellotvvod.com:9906/9931b84a9bbf444caa1568ec881138a3.ts
Astro Arena 2,mitv://ns2.hellotvvod.com:9906/cdf052577d4144ca8eba9dfc0e4bbf0b.ts
Fight Sports,mitv://ns2.hellotvvod.com:9906/b07552e8ca9d48119c07c03a5763d6ba.ts


🌑霓虹套餐,#genre#
NHK-G综合,mitv://ns2.hellotvvod.com:9906/9437529e8e284d4bbc7161262230c4f7.ts
NHK-E教育,mitv://ns2.hellotvvod.com:9906/a6b6a9bad8564828b0deb6660c7fa1dc.ts
日本テレビ,mitv://ns2.hellotvvod.com:9906/6e124f573fc04c22b21e6d57bc52a89e.ts
TBSテレビ,mitv://ns2.hellotvvod.com:9906/8a917173556a4d9d9766233d57531a76.ts
テレビ東京,mitv://ns2.hellotvvod.com:9906/3baa39491b654e29bb06c2df52e4a543.ts
フジテレビ,mitv://ns2.hellotvvod.com:9906/f243f397b86d46e692f87e354021f004.ts
読売テレビ,mitv://ns2.hellotvvod.com:9906/ff2bcea011b842ec8c37fbf470bc809d.ts
関西テレビ,mitv://ns2.hellotvvod.com:9906/be20c1e3652748b1bfbbcd6e26b48bc2.ts
KBS京都,mitv://ns2.hellotvvod.com:9906/5af0a0d0c1324735978ba783782ad8b7.ts
毎日放送,mitv://ns2.hellotvvod.com:9906/f6d131703bee4bdb9ca6add49a9fe9fa.ts
朝日放送,mitv://ns2.hellotvvod.com:9906/1f2a3189e3a14f3ea7ed1630370e2d1e.ts
テレビ大阪,mitv://ns2.hellotvvod.com:9906/c0c8d790381540f59e5543c7e862953b.ts
テレビ朝日,mitv://ns2.hellotvvod.com:9906/eca471385a5d4394ac467d7a51883632.ts
BS-1,mitv://ns2.hellotvvod.com:9906/26a07914a9904bfcbb83e1cbe7e75338.ts
BSプレミアム,mitv://ns2.hellotvvod.com:9906/4118ec17e1a543c6bd87b7ce3a49c444.ts
BS日テレ,mitv://ns2.hellotvvod.com:9906/a0297d4dbc114acbb6a4304d651a2859.ts
BS朝日,mitv://ns2.hellotvvod.com:9906/775b7fa989684c3eb8f0908a6dfd3a27.ts
BS-TBS,mitv://ns2.hellotvvod.com:9906/a94a4b77f9a240ae898bc39f371dcdb6.ts
BS11,mitv://ns2.hellotvvod.com:9906/218b5e761b414cc18a80b20ff31a9a12.ts
BSフジ,mitv://ns2.hellotvvod.com:9906/35d19448c60e436ba4e428cb942b280e.ts
WOWOWプライム,mitv://ns2.hellotvvod.com:9906/3e7b595e1dca4590b9859505fb3928af.ts
WOWOWライブ,mitv://ns2.hellotvvod.com:9906/eacf88e4c8e449b5b72ec0f03839e51d.ts
WOWOWシネマ,mitv://ns2.hellotvvod.com:9906/1dd1bee08bbf410bb1e1884edef11216.ts
スター・チャンネル1,mitv://ns2.hellotvvod.com:9906/5d8d8b81a0814a7598efbe453236249d.ts
スター・チャンネル2,mitv://ns2.hellotvvod.com:9906/44cae0b972db4a1bbf3091b999a118dc.ts
スター・チャンネル3,mitv://ns2.hellotvvod.com:9906/0d176684e39244eb8511c9fc11de3853.ts
BSアニマックス,mitv://ns2.hellotvvod.com:9906/493be2582b5b40b491ee50cf31680a5d.ts
J Sports 1,mitv://ns2.hellotvvod.com:9906/914b79b4fb0f424b97285ef8e8a1271f.ts
J Sports 2,mitv://ns2.hellotvvod.com:9906/00c3cf49c9ae4e0b83c66e255a220bfc.ts
J Sports 3,mitv://ns2.hellotvvod.com:9906/ea2b4d1bc9c740a1a54fd5188ab61541.ts
J Sports 4,mitv://ns2.hellotvvod.com:9906/5fc13fd09cbd4ab99814d42e1fc7b6c0.ts
BS12,mitv://ns2.hellotvvod.com:9906/14f1dc558617411a92210cbd813a8252.ts
ゴルフネットワークHD,mitv://ns2.hellotvvod.com:9906/f23c453e32594799beb42e4a0b6f4493.ts
時代劇専門チャンネル,mitv://ns2.hellotvvod.com:9906/233b88efe64e4e67987bd6210940127c.ts
Music Japan TV,mitv://ns2.hellotvvod.com:9906/d7e5337f6a174b1ba8b14e7648069659.ts
キッズステーションHD,mitv://ns2.hellotvvod.com:9906/91fa6cf30631490cbe14e53da1e5daf2.ts
ディスカバリーチャンネル,mitv://ns2.hellotvvod.com:9906/eeedeed5757a463a98fbe411fb9296f2.ts
ナショナルジオグラフィック,mitv://ns2.hellotvvod.com:9906/16558d1d1b6c4dc188d0855684c4c019.ts
日テレNEWS 24,mitv://ns2.hellotvvod.com:9906/63a42d706abb4c0d937c44bc64e8344f.ts
旅チャンネル,mitv://ns2.hellotvvod.com:9906/8c85b5c479074264855fc4c330c78abf.ts
ファミリー劇場,mitv://ns2.hellotvvod.com:9906/523292626b3b48829165d030ee317144.ts


🌑太極　貓,#genre#
Arirang,mitv://ns2.hellotvvod.com:9906/183109c6304c445cb4033263f500744c.ts
KBS1,mitv://ns2.hellotvvod.com:9906/7a28963f680d49e5a11359a9b4dbc700.ts
KBS2,mitv://ns2.hellotvvod.com:9906/75c8afd37dfd4cee8cb1ee1a0bab833d.ts
KBS Drama,mitv://ns2.hellotvvod.com:9906/7a2c0a20be1f43ce9702e73455125424.ts
KBS Joy,mitv://ns2.hellotvvod.com:9906/766fcb5e8f344c89be255358e483b078.ts
SBS,mitv://ns2.hellotvvod.com:9906/10510a19b9af4892a5a44f5441867fb6.ts
SBS Biz,mitv://ns2.hellotvvod.com:9906/244ed1f1bb6c49f1a086ec9fa5311947.ts
JTBC,mitv://ns2.hellotvvod.com:9906/de1203a4b0c24728bb2ac05ae59bbe99.ts
EBS,mitv://ns2.hellotvvod.com:9906/223caef915bc4223ac0d1c965e7d02bd.ts
YTN,mitv://ns2.hellotvvod.com:9906/8a7f0bc29c8b428b9a47809deb8f7719.ts
Mnet,mitv://ns2.hellotvvod.com:9906/1766bf32edae4e889d772cb72e711fee.ts
tvN,mitv://ns2.hellotvvod.com:9906/2d366fd9163647179f16446032121a08.ts
OCN,mitv://ns2.hellotvvod.com:9906/9a4f821096c947878e327af7045c7d40.ts
OCN Movies,mitv://ns2.hellotvvod.com:9906/8b988b3aef0c426eb9b56d7c3b3599aa.ts
TV Chosun,mitv://ns2.hellotvvod.com:9906/e4281495658948338df33dc25f5d938e.ts
MBC,mitv://ns2.hellotvvod.com:9906/ca5c265cc75142c58d7104a634331e94.ts
MBN,mitv://ns2.hellotvvod.com:9906/a75d9775126841e6bdd4603c6ff8aa22.ts
Tooniverse,mitv://ns2.hellotvvod.com:9906/9fd98d5d92664f4a878bfd16b726d565.ts
SPOTV,mitv://ns2.hellotvvod.com:9906/b1a04f200117457d99f214c655ae1e5f.ts
SPOTV 2,mitv://ns2.hellotvvod.com:9906/382642dba3f44a65ad03c274a5887f81.ts
JTBC GOLF,mitv://ns2.hellotvvod.com:9906/4fa8c0f159e544b5a76465c13a2acf14.ts

Bloomberg Quicktake,https://dq6jn3uge31mm.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/BloombergQuicktake-kr-prod/index.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
Bloomberg TV+ UHD,https://d3h4bmiab2fzqu.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/Bloomberg-kr-prod/index.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
ch.핑크퐁,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=ch.%ED%95%91%ED%81%AC%ED%90%81&channel_id=newid_022&apikey=b97c7a7d0c82424bb607e141ef215779&auth=2056c90d-547037a5-169ab56c-8ec32d93&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&coppa=1&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
NEW MOVIES,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=newmovies&channel_id=newid_013&apikey=b97c7a7d0c82424bb607e141ef215779&auth=ef4722f8-0f04540c-5195b5f1-d5b74e3a&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
게임 연구소,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=%EA%B2%8C%EC%9E%84%EC%97%B0%EA%B5%AC%EC%86%8C&channel_id=newid_026&apikey=b97c7a7d0c82424bb607e141ef215779&auth=1806919a-8fba7469-7c0f864a-55096e5f&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
구해줘! 홈즈,https://d33jr5ezct2aqw.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-doq9g5envaarv-prod/Channel_MBC_3.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
꼰대인턴,https://dxkp9eljtcams.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-i6xnah4o9mnn8-prod/Channel_MBC_6.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
나혼자산다,https://d3778iurtj3xv6.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-kg9gdipudll7l-prod/Channel_MBC_7.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
런닝맨,https://d3ctbhz5tcf42v.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-7g3mhwldqil59-prod/hls-harvester2-1293-prod/us-east-1/cc-7g3mhwldqil59/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
레전드시트콤,https://d2ji8bbykh38sd.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-p7u2m4ayh1qsb-prod/hls-harvester2-1293-prod/us-east-1/cc-p7u2m4ayh1qsb/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
마우스,https://882d2693dd3744a28003dde6fac9edb7.mediatailor.ap-northeast-1.amazonaws.com/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/Mouse-prod/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBB27000217X
맛있는 녀석들,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=%EB%A7%9B%EC%9E%88%EB%8A%94%EB%85%80%EC%84%9D%EB%93%A4&channel_id=newid_028&apikey=b97c7a7d0c82424bb607e141ef215779&auth=a166d748-5570979a-f6fa4ab3-8fc38dac&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
모터그래프,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=%EB%AA%A8%ED%84%B0%EA%B7%B8%EB%9E%98%ED%94%84&channel_id=newid_014&apikey=b97c7a7d0c82424bb607e141ef215779&auth=b3f70191-8fd9a6d5-f957d0ad-556abce3&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
무한도전,https://d10m2y49qo2prz.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ti9izov8t0kyp-prod/Channel_MBC_1.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
미니특공대TV,https://ads.its-newid.net/api/manifest.m3u8?tp=samsung_tvplus&channel_name=%EB%AF%B8%EB%8B%88%ED%8A%B9%EA%B3%B5%EB%8C%80tv&channel_id=newid_025&apikey=b97c7a7d0c82424bb607e141ef215779&auth=7ce6ea64-d4adc57c-be58d030-0e1edf4a&ads.device_did=%7BPSID%7D&ads.device.dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app.name=%7BAPP_NAME%7D&coppa=1&ads.content_title=%5BPROGRAM_TITLE%5D&ads.content_series=%5BSERIES_TITLE%5D&ads.content_season=%5BSEASON_TITLE%5D&ads.content_episode=%5BEPISODE_NO%5D&ads.content_length=%5BCONTENT_LENGTH%5D
미운 우리 새끼,https://d2h2h4q3zieeav.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-49nq9623vilm8-prod/hls-harvester2-1293-prod/us-east-1/cc-49nq9623vilm8/master.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D
밥블레스유 1(26-49회),https://e0c196fc80c04d3e848ed1a31e8abb51.mediatailor.ap-northeast-1.amazonaws.com/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ohfr6i6ebipv1-prod/83cd3a28_879e_4f2e_9ac4_b21dc7cad4c8/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBB2700034HL
보이스4,https://d5d75fb5d30b4831be88119b838f9d6e.mediatailor.ap-northeast-1.amazonaws.com/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-9397swle5h6mf-prod/82f296fd_2916_45b7_b799_525a4226957a/hls/playlist.m3u8?ads.device_did=%7BPSID%7D&ads.device_dnt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.service_id=KRBB2700032AV
