YouTube新聞,#genre#
非凡新聞,http://47.239.163.171/HDTV/QQ群1047470024.php?id=44
壹新聞,http://47.239.163.171/HDTV/QQ群1047470024.php?id=36
壹新聞,http://47.239.163.171/HDTV/QQ群1047470024.php?id=42
年代新聞,http://47.239.163.171/HDTV/QQ群1047470024.php?id=43
三立新聞,http://47.239.163.171/HDTV/QQ群1047470024.php?id=63

壹电视新闻台,p3p://108.181.32.169:41467/67c065fd00054ff32185a62f6d595c5f
TVBS新闻台,p3p://108.181.32.169:41467/642521680002b5f3ea6400bb781026f0
年代新闻台,p3p://108.181.32.169:41467/67694e1500009a3dcd522b1b1f7e14f1
东森新闻,p3p://108.181.32.169:41467/67d19b7f000b5dbb64be3e69351a2b90
东森财经,p3p://108.181.32.169:41467/64251ff20001f010ea5e4b9002e57212
非凡新闻,p3p://108.181.32.169:41467/676955eb00013181cd70c73b35a34c93
寰宇新闻台,p3p://108.181.32.169:41467/67d51bf70002fbfb726c110b02f56c37
三立新闻,p3p://108.181.32.169:41467/6766bc7f000ed78dc349b377648221c8

中天新闻,p3p://167.114.175.6:55331/66ddb71c00014eb7a0a51d6b523b5634
TVBS新闻,p3p://167.114.175.6:55331/621858e3000e70ad1217c0700d576ad0
东森新闻,p3p://167.114.175.6:55331/61468afa0005b339ea7014d376a616f3
中视新闻,p3p://167.114.175.6:55331/61ff2b9d0004cfe6bb9a99f71e1c4c92
寰宇新闻,p3p://167.114.175.6:55331/653cd4a900049a4206d258a92e941b10
三立新闻,p3p://167.114.175.6:55331/6014c896000c7101401f67cc5477681b
民视新闻,p3p://167.114.175.6:55331/602f1f4a000aa86fa700c49817387f81
台视新闻,p3p://167.114.175.6:55331/62caf1dc000525b3cbb4de6e3c0e2af8
年代新闻,p3p://167.114.175.6:55331/5fe09fec000ac0127462c4ac6b1f16a3
镜新闻,p3p://167.114.175.6:55331/63ebd33c0003c437e26ae87279d061f1
非凡新闻,p3p://167.114.175.6:55331/6146918a000a6ec0ea89b8904d520fbf
壹新闻,p3p://167.114.175.6:55331/621dbb640001cb2b272027f74da62753
华视新闻,p3p://167.114.175.6:55331/632c706b0009d57248864b64705a59a0
寰宇新闻台湾,p3p://167.114.175.6:55331/612d7c11000c9faf888ebf9f3276784e
三立inews,p3p://167.114.175.6:55331/644f81c10003ba2367cad2610d3a2ab5
三立inews,p3p://167.114.175.6:55331/643a6b71000a47fb156c2a403510409b
东森财经,p3p://167.114.175.6:55331/61468bd70005123dea7373f226636dba
非凡商业,p3p://167.114.175.6:55331/621dbc3b00051ea5272370aa6e685347
台视财经,p3p://167.114.175.6:55331/6223b571000a13023e78ece5030b5b05

三立新,http://61.163.58.168:2060/play/forward/4?tvid=setnews&token=936148146f419b8a164a77c2253ed520
三立新,http://61.163.58.168:2060/play/forward/4?tvid=SETNews&token=936148146f419b8a164a77c2253ed520
壹新闻,http://61.163.58.168:2060/play/forward/4?tvid=nexttvnews&token=936148146f419b8a164a77c2253ed520#http://61.163.58.168:2060/play/forward/4?tvid=149&token=936148146f419b8a164a77c2253ed520#http://61.163.58.168:2060/play/forward/4?tvid=NEXTNews&token=936148146f419b8a164a77c2253ed520
年代新闻,http://61.163.58.168:2060/play/forward/4?tvid=eranewslm&token=936148146f419b8a164a77c2253ed520#http://61.163.58.168:2060/play/forward/4?tvid=155&token=936148146f419b8a164a77c2253ed520
非凡新闻,http://61.163.58.168:2060/play/forward/4?tvid=ustvnewshd&token=936148146f419b8a164a77c2253ed520#http://61.163.58.168:2060/play/forward/4?tvid=ustvnewslm&token=936148146f419b8a164a77c2253ed520#http://61.163.58.168:2060/play/forward/4?tvid=USNews&token=936148146f419b8a164a77c2253ed520#http://61.163.58.168:2060/play/forward/4?tvid=154&token=936148146f419b8a164a77c2253ed520


非凡新聞,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_gKZPb.php?id=非凡新闻
壹新聞,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_gKZPb.php?id=壹新闻
年代新聞,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_gKZPb.php?id=年代新闻
三立新聞,http://154.40.47.19:668/gy/gy_a8b8/LLPZBGPT_gKZPb.php?id=三立新闻台

民視新聞台1,http://mytv.zone.id/php/smt.php?id=ftvnew_taiwan
寰宇新聞台1,http://mytv.zone.id/php/smt.php?id=huanyuxinwen_twn
寰宇財經台1,http://mytv.zone.id/php/smt.php?id=huanyutaiwan_twn
年代新聞台1,http://mytv.zone.id/php/smt.php?id=niandainews_twn
東森財經新聞1,http://mytv.zone.id/php/smt.php?id=ettvcaijing_twn
非凡新聞台1,http://mytv.zone.id/php/smt.php?id=feifannews_twn

寰宇新聞台2,http://tv.jinb.top/0425smt.php?id=huanyuxinwen_twn
寰宇財經台2,http://tv.jinb.top/0425smt.php?id=huanyutaiwan_twn
年代新聞台2,http://tv.jinb.top/0425smt.php?id=niandainews_twn
民視新聞台2,http://tv.jinb.top/0425smt.php?id=ftvnew_taiwan
東森新聞2,http://tv.jinb.top/0425smt.php?id=ettvnews
非凡新聞台2,http://tv.jinb.top/0425smt.php?id=feifannews_twn
東森財經新聞2,http://tv.jinb.top/0425smt.php?id=ettvcaijing_twn
東森新聞2,http://tv.jinb.top/0425smt.php?id=ettvnews
TVBS新聞台2,http://tv.jinb.top/0425smt.php?id=tvbs_n
中天新聞2,http://tv.jinb.top/0425smt.php?id=ctinews




年代新闻,http://47.239.163.171/HDTV/QQ群1047470024.php?id=43$LR•IPV4『线路1』
年代新闻,P2p://starvod.xyz:19806/5be0f272d36548d1b7fae2f3ea1a02f4$LR•IPV4『线路2』
年代新闻,http://ali.hlspull.yximgs.com/live/23efa1a517301ec1030b8e43d7f73724.flv$LR•IPV4『线路3』
年代新闻,http://extraott.com:80/live/7921751389/6097373662/5509.m3u8$LR•IPV4『线路4』
民视新闻,P2p://starvod.xyz:19806/85724af489c94b319c108b754f4eb381$LR•IPV4『线路1』
民视新闻,https://iptv.vip-tptv.xyz/litv.php?id=litv-ftv13$LR•IPV4『线路2』
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8$LR•IPV4『线路3』
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8$LR•IPV4『线路4』
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8$LR•IPV4『线路5』
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8$LR•IPV4『线路6』
镜新闻,http://47.239.163.171/HDTV/QQ群1047470024.php?id=46$LR•IPV4『线路1』
镜新闻,https://iptv.vip-tptv.xyz/litv.php?id=4gtv-4gtv075$LR•IPV4『线路2』
镜新闻,http://61.10.2.141/live_freedirect/freehd209_h.live/playlist.m3u8$LR•IPV4『线路3』
台视新闻,P2p://starvod.xyz:19806/2e9ca06c53c84603ac0230e459ebafd1$LR•IPV4『线路1』
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8$LR•IPV4『线路2』
台视新闻,http://222.128.55.152:9080/live/ts.m3u8$LR•IPV4『线路3』
台视新闻,http://aktv-stream.m16tv.cfd/stream/taiwan/null-3/AKTV.m3u8$LR•IPV4『线路4』
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8$LR•IPV4『线路5』
台视财经,P2p://starvod.xyz:19806/e9b57fc5756f4f78b876adf7f59e8c81$LR•IPV4
华视新闻,P2p://starvod.xyz:19806/fc3998cc8d7d4608bc9d0ade911c3a76$LR•IPV4『线路1』
华视新闻,http://222.128.55.152:9080/live/hs.m3u8$LR•IPV4『线路2』
寰宇新闻,http://47.239.163.171/HDTV/QQ群1047470024.php?id=45$LR•IPV4『线路1』
寰宇新闻,P2p://starvod.xyz:19806/6d0911b11be041bbba3bf911b1bb6167$LR•IPV4『线路2』
寰宇新闻,http://222.128.55.152:9080/live/hy.m3u8$LR•IPV4『线路3』
中天新闻,http://47.239.163.171/HDTV/QQ群1047470024.php?id=37$LR•IPV4『线路1』
中天新闻,P2p://starvod.xyz:19806/dcde303976b6413dbfbfc63da5d3439d$LR•IPV4『线路2』
中天新闻,P2p://starvod.xyz:19806/c30dc54a6f874c99bd67f9ca7935c63f$LR•IPV4『线路3』
中天新闻,https://aktv.top/AKTV/live/aktv/null8/AKTV.m3u8$LR•IPV4『线路4』
中天新闻,http://222.128.55.152:9080/live/fc.m3u8$LR•IPV4『线路5』
中天新闻,http://aktv-stream.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8$LR•IPV4『线路6』
东森财经,P2p://starvod.xyz:19806/9db737ccfb474f40afaf632f0f45b3db$LR•IPV4『线路1』
东森财经,http://litv.zapi.us.kg/?id=4gtv-4gtv153$LR•IPV4『线路2』
TVBS新闻,http://47.239.163.171/HDTV/QQ群1047470024.php?id=40$LR•IPV4『线路1』
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8$LR•IPV4『线路2』
TVBS新闻,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941622&extension=ts&play_token=E9ymAxKoVJ$LR•IPV4『线路3』
TVBS新闻,http://50.7.234.10:8278/tvbs_n/playlist.m3u8?tid=MECE3233774032337740&ct=19225&tsum=47a22a993d8e9b29582dfde5631c78b0$LR•IPV4『线路4』
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts$LR•IPV4『线路5』
TVBS新闻,rtmp://f13h.mine.nu/sat/tv551$LR•IPV4『线路6』
TVBS新闻,https://tv.iill.top/litv/4gtv-4gtv072$LR•IPV4『线路7』
TVBS新闻,https://live.tvfix.org/live/tvbsnews/index.m3u8$LR•IPV4『线路8』
三立iNEWS,P2p://starvod.xyz:19806/580fb306a29948d59b195c50cc496c52$LR•IPV4『线路1』
三立iNEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8$LR•IPV4『线路2』


鏡電視新聞台,http://docker.livednow.dpdns.org/li-4gtv-4gtv075/index.m3u8

非凡新聞,http://docker.livednow.dpdns.org/4gtv-4gtv010/index.m3u8
民視新聞,http://docker.livednow.dpdns.org/li-litv-ftv13/index.m3u8
民視新聞,http://docker.livednow.dpdns.org/litv-ftv13/index.m3u8
東森財經新聞,http://docker.livednow.dpdns.org/li-4gtv-4gtv153/index.m3u8
東森新聞,http://docker.livednow.dpdns.org/li-4gtv-4gtv152/index.m3u8
TVBS新聞台,http://docker.livednow.dpdns.org/li-4gtv-4gtv072/index.m3u8

台視新聞台,http://docker.livednow.dpdns.org/li-4gtv-4gtv051/index.m3u8
中視新聞台,http://docker.livednow.dpdns.org/li-4gtv-4gtv074/index.m3u8

東森財經新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv153/index.m3u8
非凡新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv010/index.m3u8
東森新聞,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv152/index.m3u8
寰宇新聞台灣台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv156/index.m3u8
鏡電視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv075/index.m3u8
三立iNEWS,http://xn--elt51t.azip.dpdns.org:5008/4gtv-live089/index.m3u8
寰宇財經台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv158/index.m3u8
華視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv052/index.m3u8
台視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv051/index.m3u8
中視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv074/index.m3u8
中天新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv009/index.m3u8


非凡新闻,p3p://167.114.175.6:55331/6146918a000a6ec0ea89b8904d520fbf
壹新闻,p3p://167.114.175.6:55331/621dbb640001cb2b272027f74da62753
年代新闻,p3p://167.114.175.6:55331/5fe09fec000ac0127462c4ac6b1f16a3
三立新闻,p3p://167.114.175.6:55331/6014c896000c7101401f67cc5477681b
三立新闻台,p3p://173.208.176.178:31809/6014c896000c7101401f67cc5477681b
闽壹新闻台,p3p://173.208.176.178:31809/621dbb640001cb2b272027f74da62753
年代新闻台,p3p://173.208.176.178:31809/5fe09fec000ac0127462c4ac6b1f16a3
壹电视新闻台,p3p://108.181.32.169:38254/67c065fd00054ff32185a62f6d595c5f
年代新闻台,p3p://108.181.32.169:38254/67694e1500009a3dcd522b1b1f7e14f1
非凡新闻,p3p://108.181.32.169:38254/676955eb00013181cd70c73b35a34c93
三立新闻,p3p://108.181.32.169:38254/6766bc7f000ed78dc349b377648221c8


東森財經HD,http://szx.putids.com/proxy/jiudian.php?id=8533/live1185
非凡新聞HD,http://szx.putids.com/proxy/jiudian.php?id=8836/live1057
壹新聞HD,http://szx.putids.com/proxy/jiudian.php?id=8820/live1021
年代新聞HD,http://szx.putids.com/proxy/jiudian.php?id=8831/live1051
民視新聞HD,http://szx.putids.com/proxy/jiudian.php?id=8832/live1053
三立新聞 HD,http://szx.putids.com/proxy/jiudian.php?id=8530/live1182
東森新聞HD,http://szx.putids.com/proxy/jiudian.php?id=8806/live1007
中天新聞 HD,http://szx.putids.com/proxy/jiudian.php?id=8513/live1165

壹新闻,http://szx.putids.com/proxy/xgxg.php?id=152
年代新闻,http://szx.putids.com/proxy/xgxg.php?id=143
非凡新闻HD,http://szx.putids.com/proxy/guonei.php?id=fhzx2
东森财经新闻,http://szx.putids.com/proxy/guonei.php?id=dscjxw
东森新闻,http://szx.putids.com/proxy/xgxg.php?id=78
寰宇新闻,http://szx.putids.com/proxy/xgxg.php?id=131
TVBS新闻,http://szx.putids.com/proxy/xgxg.php?id=80

寰宇財經台,https://tv.iill.top/litv/4gtv-4gtv158
東森財經新聞,https://tv.iill.top/litv/4gtv-4gtv153
非凡新聞,https://tv.iill.top/litv/4gtv-4gtv010
三立新聞,https://tv.iill.top/4gtv/229
民視新聞,https://tv.iill.top/litv/litv-ftv13
東森新聞,https://tv.iill.top/litv/4gtv-4gtv152
寰宇新聞台灣台,https://tv.iill.top/litv/4gtv-4gtv156
鏡電視新聞台,https://tv.iill.top/litv/4gtv-4gtv075
三立iNEWS,https://tv.iill.top/litv/4gtv-live089
寰宇新聞台,https://tv.iill.top/litv/litv-longturn14
TVBS新闻,https://tv.iill.top/litv/4gtv-4gtv072
華視新聞台,https://tv.iill.top/litv/4gtv-4gtv052
台視新聞台,https://tv.iill.top/litv/4gtv-4gtv051
中視新聞台,https://tv.iill.top/litv/4gtv-4gtv074
中天新聞台,https://tv.iill.top/litv/4gtv-4gtv009
