Decoder=3
新聞频道,#genre#
靖天綜合,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv046/index.m3u8
靖天日本,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv047/index.m3u8
Arirang TV,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv079/index.m3u8
達文西,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv018/index.m3u8
ELTV生活英語台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn20/index.m3u8
靖天卡通,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv044/index.m3u8
靖洋卡通,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv057/index.m3u8

TVBS HD,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv073/index.m3u8
民視綜藝,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv004/index.m3u8
豬哥亮歌廳秀,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv006/index.m3u8
靖天育樂,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv062/index.m3u8
靖天國際,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv063/index.m3u8
靖天歡樂,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv054/index.m3u8
靖天資訊,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv065/index.m3u8
TVBS歡樂台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv068/index.m3u8
韓國娛樂台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv016/index.m3u8
Trace Urban,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv082/index.m3u8
MEZZO LIVE HD,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv083/index.m3u8
CLASSICA 古典樂,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv059/index.m3u8
TRACE Sport Stars,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv077/index.m3u8
智林體育,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv101/index.m3u8
時尚運動X,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv014/index.m3u8
 GINX Esports TV,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv053/index.m3u8
民視旅遊,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv07/index.m3u8
亞洲旅遊,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv076/index.m3u8
公視戲劇,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv042/index.m3u8
民視影劇,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv09/index.m3u8
八大精彩,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv034/index.m3u8
靖天戲劇,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv058/index.m3u8
靖洋戲劇,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv045/index.m3u8
視納華仁紀實頻道,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv013/index.m3u8
影迷數位紀實台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv15/index.m3u8
采昌影劇,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv049/index.m3u8
靖天映畫,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv055/index.m3u8
靖天電影,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv061/index.m3u8
影迷數位電影台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv011/index.m3u8
amc 電影台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv017/index.m3u8
好消息,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv16/index.m3u8
好消息2台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv17/index.m3u8
半島國際新聞台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv10/index.m3u8
VOA 美國之音,http://xn--elt51t.azip.dpdns.org:5008/li-litv-ftv03/index.m3u8
國會頻道1,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv084/index.m3u8
國會頻道2,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv085/index.m3u8
台灣戲劇台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn22/index.m3u8
Smart知識台,http://xn--elt51t.azip.dpdns.org:5008/li-litv-longturn19/index.m3u8
台視新聞台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv051/index.m3u8
台視HD,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv066/index.m3u8
第1商業台,http://xn--elt51t.azip.dpdns.org:5008/li-4gtv-4gtv104/index.m3u8  
台視新聞台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv051/index.m3u8
台視HD,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv066/index.m3u8
中視,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv040/index.m3u8

亞洲旅遊,http://xn--elt51t.azip.dpdns.org:5008/of-4gtv-4gtv076/index.m3u8
好消息,http://xn--elt51t.azip.dpdns.org:5008/of-litv-ftv16/index.m3u8
好消息2台,http://xn--elt51t.azip.dpdns.org:5008/of-litv-ftv17/index.m3u8

台灣戲劇台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn22/index.m3u8
Smart知識台,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn19/index.m3u8
第1商業台,http://xn--elt51t.azip.dpdns.org:5008/4gtv-4gtv104/index.m3u8

ELTV生活英語台,http://xn--elt51t.azip.dpdns.org:5008/of-litv-longturn20/index.m3u8
龍華洋片,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn02/index.m3u8
龍華卡通,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn01/index.m3u8
龍華電影,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn03/index.m3u8
龍華日韓,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn11/index.m3u8
龍華偶像,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn12/index.m3u8
龍華戲劇,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn18/index.m3u8
龍華經典,http://xn--elt51t.azip.dpdns.org:5008/litv-longturn21/index.m3u8




影视频道,#genre#
影迷數位電影台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv011
AMC电影台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv017
CATCHPLAY电影台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv076
靖天电影台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv061
龙华电影,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn03
采昌影剧,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv049
民视影剧,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-ftv09
龙华经典,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn21
中视经典,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv080
台湾戏剧台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn22
靖洋戏剧台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv045
靖天戏剧台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv058
公视戏剧,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv042
龙华戏剧,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn18
民视台湾台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv001
民视台湾台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv156


体育频道,#genre#
智林体育台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv101
时尚运动X,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv014
靖天育乐台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv062
博斯魅力,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn04
博斯高球1,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn05
博斯高球2,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn06
博斯运动1,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn07
博斯运动2,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn08
博斯网球,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn09
博斯无限,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn10
博斯无限2,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn13
TRACE SPORTS STARS,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv077
时尚运动X,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv014
GINXEsportsTV,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv053
智林体育台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv101
博斯魅力,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn04
博斯高球1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn05
博斯高球2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn06
博斯运动1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn07
博斯运动2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn08
博斯网球1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn09
博斯无限1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn10
博斯无限2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn13





综艺频道,#genre#
視納華仁紀實頻道,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv013
中视菁采,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv064
八大精彩台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv034
八大综艺台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv039
TVBS精采台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv067
TVBS欢乐台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv068
靖天欢乐台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv054
靖天综合台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv046
靖天资讯台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv065
靖天卡通台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv044
靖天日本台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv047
靖洋卡通台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv057
靖天国际台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv063
靖天映画,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv055
爱尔达娱乐,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv070
龙华卡通,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn01
龙华日韩,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn11
龙华偶像,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-longturn12
民视综艺,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv004
民视第一台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv003
民视旅游,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-ftv07
亚洲旅游台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv076
客家电视台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv043
爱放动漫,http://xg.52sw.top/play/4gtv/dxlitv.php?id=litv-ftv15
古典音乐台,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv059
猪哥亮歌厅秀,http://xg.52sw.top/play/4gtv/dxlitv.php?id=4gtv-4gtv006


其他频道,#genre#
台湾|台视 HD,http://smt.iktv.ddns-ip.net/Smart.php?id=ttv_taiwan
台湾|台视新闻,http://smt.iktv.ddns-ip.net/Smart.php?id=ttvnews_twn
台湾|台视综合,http://smt.iktv.ddns-ip.net/Smart.php?id=ttvzhonghe
台湾|中视 HD,http://smt.iktv.ddns-ip.net/Smart.php?id=zhongshihd_twn
台湾|中视新闻,http://smt.iktv.ddns-ip.net/Smart.php?id=zhongshinews_twn
台湾|中视经典,http://smt.iktv.ddns-ip.net/Smart.php?id=zhongshi_twn
台湾|华视 HD,http://smt.iktv.ddns-ip.net/Smart.php?id=ctshd_twn
台湾|公视 HD,http://smt.iktv.ddns-ip.net/Smart.php?id=ctv_taiwan
台湾|公视台语台,http://smt.iktv.ddns-ip.net/Smart.php?id=ctv2_twn
台湾|三立台湾台,http://smt.iktv.ddns-ip.net/Smart.php?id=sanlitaiwan
台湾|三立都会台,http://smt.iktv.ddns-ip.net/Smart.php?id=sanlidouhui
台湾|三立综合台,http://smt.iktv.ddns-ip.net/Smart.php?id=sanlizhonghe
台湾|三立戏剧台,http://smt.iktv.ddns-ip.net/Smart.php?id=sanlixiju_twn
台湾|东森新闻台,http://smt.iktv.ddns-ip.net/Smart.php?id=ettvnews
台湾|东森财经新闻台,http://smt.iktv.ddns-ip.net/Smart.php?id=ettvcaijing_twn
台湾|东森综合台,http://smt.iktv.ddns-ip.net/Smart.php?id=ettvzhonghe
台湾|东森戏剧台,http://smt.iktv.ddns-ip.net/Smart.php?id=ettvdrama
台湾|东森电影台,http://smt.iktv.ddns-ip.net/Smart.php?id=ettvmovie
台湾|东森洋片台,http://smt.iktv.ddns-ip.net/Smart.php?id=ettvwestern
台湾|东森幼幼台,http://smt.iktv.ddns-ip.net/Smart.php?id=yoyo_twn
台湾|东森超视,http://smt.iktv.ddns-ip.net/Smart.php?id=ettvsuper
台湾|TVBS HD,http://smt.iktv.ddns-ip.net/Smart.php?id=tvbs
台湾|TVBS 新闻台,http://smt.iktv.ddns-ip.net/Smart.php?id=tvbs_n
台湾|TVBS 欢乐台,http://smt.iktv.ddns-ip.net/Smart.php?id=tvbshuanle_twn
台湾|民视 HD,http://smt.iktv.ddns-ip.net/Smart.php?id=ftvhd_taiwan
台湾|民视新闻台,http://smt.iktv.ddns-ip.net/Smart.php?id=ftvnew_taiwan
台湾|民视台湾台,http://smt.iktv.ddns-ip.net/Smart.php?id=ftvtaiwan_twn
台湾|中天综合,http://smt.iktv.ddns-ip.net/Smart.php?id=ctizhonghe
台湾|中天娱乐,http://smt.iktv.ddns-ip.net/Smart.php?id=ctient
台湾|中天亚洲,http://smt.iktv.ddns-ip.net/Smart.php?id=ctiasia_twn
台湾|中天新闻,http://smt.iktv.ddns-ip.net/Smart.php?id=ctinews
台湾|寰宇新闻台,http://smt.iktv.ddns-ip.net/Smart.php?id=huanyuxinwen_twn
台湾|寰宇财经台,http://smt.iktv.ddns-ip.net/Smart.php?id=huanyutaiwan_twn
台湾|八大第一台,http://smt.iktv.ddns-ip.net/Smart.php?id=badafirst
台湾|八大综合台,http://smt.iktv.ddns-ip.net/Smart.php?id=badazhonghe
台湾|八大戏剧台,http://smt.iktv.ddns-ip.net/Smart.php?id=badadrama
台湾|八大娱乐台,http://smt.iktv.ddns-ip.net/Smart.php?id=badaentertain
台湾|纬来体育,http://smt.iktv.ddns-ip.net/Smart.php?id=videolandsport
台湾|纬来精彩,http://smt.iktv.ddns-ip.net/Smart.php?id=videolandspecial_twn
台湾|纬来日本,http://smt.iktv.ddns-ip.net/Smart.php?id=videolandjapan
台湾|纬来电影,http://smt.iktv.ddns-ip.net/Smart.php?id=videolandmovie
台湾|纬来综合,http://smt.iktv.ddns-ip.net/Smart.php?id=videolandzonghe
台湾|纬来育乐,http://smt.iktv.ddns-ip.net/Smart.php?id=videolandyule
台湾|爱尔达综合台,http://smt.iktv.ddns-ip.net/Smart.php?id=eltazonghe_twn
台湾|爱尔达影剧台,http://smt.iktv.ddns-ip.net/Smart.php?id=eltayingju_twn
台湾|爱尔达体育1台,http://smt.iktv.ddns-ip.net/Smart.php?id=eltasport_twn
台湾|爱尔达体育2台,http://smt.iktv.ddns-ip.net/Smart.php?id=eltasport2_twn
台湾|爱尔达体育3台,http://smt.iktv.ddns-ip.net/Smart.php?id=eltasport3_twn
台湾|非凡新闻,http://smt.iktv.ddns-ip.net/Smart.php?id=feifannews_twn
台湾|年代新闻,http://smt.iktv.ddns-ip.net/Smart.php?id=niandainews_twn
台湾|龙华戏剧,http://smt.iktv.ddns-ip.net/Smart.php?id=lunghuaxiju_twn
台湾|龙华偶像,http://smt.iktv.ddns-ip.net/Smart.php?id=lunghuaidol_twn
台湾|龙华电影,http://smt.iktv.ddns-ip.net/Smart.php?id=xingwei_movie
台湾|龙华洋片,http://smt.iktv.ddns-ip.net/Smart.php?id=lunghuawestern_twn
台湾|龙华经典,http://smt.iktv.ddns-ip.net/Smart.php?id=lunghuajingdian_twn
台湾|靖天国际,http://smt.iktv.ddns-ip.net/Smart.php?id=jingtianintl_twn
台湾|靖天卡通,http://smt.iktv.ddns-ip.net/Smart.php?id=jingtiancartoon_twn
台湾|大愛電視,http://smt.iktv.ddns-ip.net/Smart.php?id=daai_twn
台湾|大愛二台,http://smt.iktv.ddns-ip.net/Smart.php?id=daai2_twn
台湾|EYE 旅游台,http://smt.iktv.ddns-ip.net/Smart.php?id=eyetvtravel_twn
台湾|EYE 戏剧台,http://smt.iktv.ddns-ip.net/Smart.php?id=eyetvxiju_twn
台湾|亚洲美食,http://smt.iktv.ddns-ip.net/Smart.php?id=afc_twn
台湾|美食星球,http://smt.iktv.ddns-ip.net/Smart.php?id=foodplanet_twn
台湾|TLC旅遊生活,http://smt.iktv.ddns-ip.net/Smart.php?id=tlc_twn
台湾|亚洲旅游台,http://smt.iktv.ddns-ip.net/Smart.php?id=asiatravel_twn
台湾|Arirang,http://smt.iktv.ddns-ip.net/Smart.php?id=arirang_twn
台湾|AXN Taiwan,http://smt.iktv.ddns-ip.net/Smart.php?id=axn_twn
台湾|MTV Live,http://smt.iktv.ddns-ip.net/Smart.php?id=mtvhd_twn
台湾|HBO_HD,http://smt.iktv.ddns-ip.net/Smart.php?id=hbohd_twn
台湾|HBO_HITS,http://smt.iktv.ddns-ip.net/Smart.php?id=hbohit_twn
台湾|CINEMAX,http://smt.iktv.ddns-ip.net/Smart.php?id=cinemax_twn
台湾|好萊塢電影台,http://smt.iktv.ddns-ip.net/Smart.php?id=hollywoodmovies_twn
台湾|卫视电影台,http://smt.iktv.ddns-ip.net/Smart.php?id=weishimovie_twn
台湾|龙祥时代,http://smt.iktv.ddns-ip.net/Smart.php?id=lungxiangtime_twn
台湾|美亚电影,http://smt.iktv.ddns-ip.net/Smart.php?id=meiyamovie_twn
台湾|華藝綜合,http://smt.iktv.ddns-ip.net/Smart.php?id=weishichinese_twn
台湾|博斯运动一台,http://smt.iktv.ddns-ip.net/Smart.php?id=bosisport1_twn
台湾|博斯运动二台,http://smt.iktv.ddns-ip.net/Smart.php?id=bosisport2_twn
台湾|博斯高球一台,http://smt.iktv.ddns-ip.net/Smart.php?id=bosigolf1_twn
台湾|博斯高球二台,http://smt.iktv.ddns-ip.net/Smart.php?id=bosigolf2_twn
台湾|博斯网球台,http://smt.iktv.ddns-ip.net/Smart.php?id=bositennis_twn
台湾|博斯无限台,http://smt.iktv.ddns-ip.net/Smart.php?id=bosiunlimited_twn
台湾|好消息 2,http://smt.iktv.ddns-ip.net/Smart.php?id=good2_twn

TVBS,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv073
台视,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv066
中视,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv040
华视,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv041
民视,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv002
民视,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv155
民视台湾台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv001
民视第一台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv003
中天亚洲,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv109
靖天综合台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv046
靖天国际台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv063
靖天资讯台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv065
客家电视台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv043
ARIRANG,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv079
国会频道1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv084
国会频道2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv085
TVBS欢乐台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv068
TVBS精采台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv067
ELTV娱乐,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv070
民视综艺台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv004
八大综艺,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv039
八大精彩,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv034
靖天欢乐台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv054
靖天育乐台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv062
中视菁采台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv064
猪哥亮歌厅秀,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv006
影迷数位电影台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv011
amc电影台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv017
靖天电影台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv061
靖天映画,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv055
采昌影剧台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv049
民视影剧台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv09
龙华电影台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn03
龙华洋片台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn02
公视戏剧,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv042
靖洋戏剧台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv045
靖天戏剧台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv058
中视经典台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv080
靖天日本台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv047
龙华戏剧台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn18
龙华日韩台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn11
龙华偶像台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn12
龙华经典台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn21
台湾戏剧台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn22

视纳华仁纪实,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv013
Globetrotter,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv016
达文西频道,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv018
亚洲旅游台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv076
民视旅游台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv07
Smart知识台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn19
靖天卡通台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv044
靖洋卡通台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv057
龙华卡通台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn01
CLASSICA古典乐,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv059
TraceUrban,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv082
MezzoLiveHD,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=4gtv-4gtv083
好消息1,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv16
好消息2,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-ftv17
ELTV生活英语台,http://breezy-audrie-zspace-7524863c.koyeb.app/live?token=leifeng&id=litv-longturn20



寰宇財經台,https://tv.iill.top/litv/4gtv-4gtv158
東森財經新聞台,https://tv.iill.top/litv/4gtv-4gtv153
非凡新聞台,https://tv.iill.top/litv/4gtv-4gtv010
民視新聞台,https://tv.iill.top/litv/litv-ftv13
東森新聞台,https://tv.iill.top/litv/4gtv-4gtv152
寰宇新聞台灣台,https://tv.iill.top/litv/4gtv-4gtv156
鏡電視新聞台,https://tv.iill.top/litv/4gtv-4gtv075
寰宇新聞台,https://tv.iill.top/litv/litv-longturn14
TVBS新聞台,https://tv.iill.top/litv/4gtv-4gtv072
華視新聞台,https://tv.iill.top/litv/4gtv-4gtv052
台視新聞台,https://tv.iill.top/litv/4gtv-4gtv051
中視新聞台,https://tv.iill.top/litv/4gtv-4gtv074
中天新聞台,https://tv.iill.top/litv/4gtv-4gtv009
